"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta",0.308460596395218,0.305984637833253,0.309269494588156,10000,0.95,0.187261866636582,0.436293545234695,0.5,0.21,0.45,0.55,98.15,1.84999999999999,0
